#VERSION	1
#SKILL
Hitroom      $N suddenly appears very tired and drowsy.~
Immchar      Mysteriously, $N was not affected by your spell.~
Affect       'l*3' 29 '1024' -1
Minlevel     27
End

#SKILL
Name         feebleness~
Type         Spell
Info         1024
Author	    Smaug~
Flags        0
Target       1
Minpos       defensive~
Slot         107
Mana         60
Rounds       18
Rent		-2
Code         spell_smaug
Dammsg       ~
Wearoff      You no longer feel so feeble.~
Hitchar      You lay a curse of feebleness upon $N.~
Hitvict      You grow feeble from a powerful curse.~
Hitroom      $n lays a curse of feebleness upon $N.~
Immchar      $N is not affected by your spell.~
Affect       'l*3' 29 '512' -1
Minlevel     39
End

#SKILL
Name         fiery dragon~
Type         Spell
Info         9553
Author	    Smaug~
Flags        6400
Target       1
Minpos       fighting~
Saves        5
Slot         574
Mana         60
Rounds       15
Rent		21000
Code         spell_smaug
Dammsg       fiery dragon~
Wearoff      !Fiery Dragon!~
Hitchar      &RThe form of a fiery dragon blazes forth from your sabre to strike at $N!&z~
Hitvict      &RYou are burnt by the flames of a fiery dragon hurtling towards you!&z~
Hitroom      &R$N is burnt by the form of a fiery dragon blazing forth from $n's sabre!&z~
Misschar     &RThe form of a fiery dragon dissipates harmlessly!&z~
Missvict     &RThe form of a fiery dragon dissipates harmlessly before you!&z~
Missroom     &RThe form of a fiery dragon dissipates harmlessly!&z~
Diechar      &RThe form of a fiery dragon consumes $N, leaving nothing behind!&z~
Dievict      &RYou are consumed by the form of a fiery dragon!&z~
Dieroom      &RThe form of a fiery dragon consumes $N, leaving nothing behind!&z~
Dice         ld3+l~
Minlevel     101
End

#SKILL
Name         find traps~
Type         Spell
Info         512
Author	    Smaug~
Flags        256
Target       2
Minpos       standing~
Slot         86
Mana         20
Rounds       12
Rent		20000
Code         spell_smaug
Dammsg       ~
Wearoff      You feel less aware of the dangers about you.~
Hitvict      You suddenly grow aware of the dangers about you.~
Hitroom      $N peers about the room, intent on finding all manner of danger.~
Affect       'l*4' 26 'detect traps' 23
Minlevel     24
End

#SKILL
Name         finger of death~
Type         Spell
Info         3983
Author	    Smaug~
Flags        6400
Target       1
Minpos       standing~
Saves        1
Slot         570
Mana         200
Rounds       36
Rent		-2
Code         spell_smaug
Dammsg       finger of death~
Hitchar      &rYou point your finger at $N and cause excruciating pain!&z~
Hitvict      &r$n points $s finger at you and excruciating pain shoots through you!&z~
Hitroom      &r$n points $s finger at $N who trembles with excruciating pain!&z~
Misschar     &rYou point your finger at $N but $E seems unaffected.&z~
Missvict     &rYou avoid the effect of $n's finger of death!&z~
Missroom     &r$n's finger of death seems to have no effect on $N.&z~
Diechar      &rYou point your finger at $N and snuff out his life!&z~
Dievict      &r$n points $s finger at you and snuffs out your life!&z~
Dieroom      &r$n points $s finger at $N and snuffs out $S life!&z~
Dice         h*2~
Components   V@11453~
Affect       '' 1013 '-(9*h/10)' -1
Affect       '' 1012 '-(9*m/10)' -1
Minlevel     92
End

#SKILL
Name         fire breath~
Type         Spell
Info         10121
Author	    Smaug~
Flags        6416
Target       1
Minpos       fighting~
Saves        4
Slot         201
Mana         80
Rounds       48
Rent		-2
Code         spell_fire_breath
Dammsg       breath of fire~
Wearoff      !Fire Breath!~
Hitchar      &RYou rear back and breathe a gout of flame onto your foes!&z~
Hitvict      &R$n rears back and breathes flame onto you!&z~
Hitroom      &R$N is hit by $n's breath of pure fire!&z~
Misschar     &RYour breath of pure fire misses hitting $N!&z~
Missvict     &RYou duck away from $n's breath of fire!&z~
Missroom     &R$N ducks below $n's breath of fire!&z~
Diechar      &RYour breath of fire burns $N to a crisp!&z~
Dievict      &RYou writhe in unspeakable agony as $n's fire breath kills you!&z~
Dieroom      &R$n's flaming breath immolates $N, leaving nothing but ash!&z~
Minlevel     101
End

#SKILL
Name         fireball~
Type         Spell
Info         9609
Author	    Smaug~
Flags        4112
Minpos       fighting~
Saves        5
Slot         26
Mana         60
Rounds       18
Rent		35000
Code         spell_smaug
Dammsg       fireball~
Wearoff      !Fireball!~
Hitchar      &RA blazing ball of fire envelops the room!&z~
Hitvict      &RYou are immolated by a ball of flaming doom!&z~
Hitroom      &R$n immolates the area with a magical fireball!&z~
Misschar     &RYour fireball leaves the target smoking, but unharmed.&z~
Missvict     &RYou escape being burned by $n's fireball!&z~
Missroom     &RThe target escapes being burnt by $n's fireball!&z~
Diechar      &RYour fireball reduces $N into a writhing pile of burnt flesh!&z~
Dievict      &RYou are blasted into oblivion by $n's fireball....&z~
Dieroom      &R$n's fireball reduces $N to a smoking pile of burnt flesh!&z~
Dice         ld6 { 400~
Minlevel     51
End

#SKILL
Name         fireseed~
Type         Spell
Info         520
Author	    Smaug~
Flags        6400
Minpos       fighting~
Slot         535
Mana         12
Rounds       18
Rent		-2
Code         spell_fireseed
Dammsg       ~
Wearoff      !Fire Seeds!~
Minlevel     9
End

#SKILL
Name         fireshield~
Type         Spell
Info         1024
Author	    Smaug~
Flags        256
Target       3
Minpos       evasive~
Slot         88
Mana         65
Rounds       24
Rent		30000
Code         spell_smaug
Dammsg       ~
Wearoff      &RThe mystical flames around you are quelled suddenly.&z~
Hitchar      &RMystical flames rise from your palm.&z~
Hitvict      &RMystical flames rise to enshroud you.&z~
Hitroom      &R$N is suddenly shrouded in mystical flames.&z~
Missvict     You fail to summon the protective flames.~
Affect       '' 60 '551' -1
Affect       '' 60 '550' -1
Affect       'l' 26 'fireshield' 25
Affect       '' 60 '89' -1
Affect       '' 60 '522' -1
Affect       '' 60 '221' -1
Minlevel     67
End

#SKILL
Name         firestorm~
Type         Spell
Info         10121
Author	    Smaug~
Flags        6416
Minpos       fighting~
Saves        5
Slot         505
Mana         65
Rounds       24
Rent		45000
Code         spell_smaug
Dammsg       firestorm~
Wearoff      !Firestorm!~
Hitchar      &RYou summon a storm of fire which rains down on your enemies!&z~
Hitvict      &R$n pelts you with a storm of fire, burning your flesh!&z~
Hitroom      &R$n has created a storm of elemental fire over the area!&z~
Misschar     &R$N springs away from under your firestorm!&z~
Missvict     &RYou manage to spring away from the deadly firestorm!&z~
Missroom     &RThe storm of fire misses and fails to burn $N!&z~
Diechar      &RDroplets of fire burn into $N's head, killing $M in slow agony!&z~
Dievict      &RDroplets of liquid fire burn into your brain, killing you instantly!&z~
Dieroom      &RThe droplets of liquid fire burn holes into $N's skull, killing $M!&z~
Dice         ld7+l { 550~
Components   V@11433~
Minlevel     80
End

#SKILL
Name         flame blade~
Type         Spell
Info         520
Author	    Smaug~
Flags        22784
Minpos       berserk~
Slot         502
Mana         30
Rounds       24
Rent		-2
Code         spell_smaug
Dammsg       ~
Wearoff      !Flame Blade!~
Hitchar      &RA fiery blade emerges from your palm!&z~
Hitroom      &R$n has created a magical blade of pure fire!&z~
Misschar     You try to create a blade of fire, but fail.~
Value        11420
Minlevel     26
End

#SKILL
Name         flamestrike~
Type         Spell
Info         9609
Author	    Smaug~
Flags        6400
Target       1
Minpos       fighting~
Saves        5
Slot         65
Mana         45
Rounds       18
Rent		26000
Code         spell_smaug
Dammsg       flamestrike~
Wearoff      !Flamestrike!~
Hitchar      &RA roaring column of flame strikes down at $N!&z~
Hitvict      &RYou are struck by a roaring column of fire!&z~
Hitroom      &RA roaring column of flame strikes down at $N!&z~
Misschar     &RThe roaring column of flame misses $N!&z~
Missvict     &RYou are narrowly missed by a roaring column of flame!&z~
Missroom     &RA roaring column of flame barely misses $N!&z~
Diechar      &RThe roaring column of flame reduces $N to blackened bones!&z~
Dievict      &RThe last thing you see is a column of fire bearing down on you...&z~
Dieroom      &RThe column of flame blasts $N into a pile of blackened bones!&z~
Dice         ld5+(l/2) { 400~
Minlevel     59
End

#SKILL
Name         flare~
Type         Spell
Info         1417
Author	    Smaug~
Flags        4352
Target       1
Minpos       defensive~
Slot         60
Mana         15
Rounds       12
Rent		-2
Code         spell_smaug
Dammsg       shield of flame~
Hitchar      &R$N is burned by your fireshield!&z~
Hitvict      &RYou are burned by $n's shield of fire!&z~
Hitroom      &R$N is burned by $n's fireshield!&z~
Missroom     &RTongues of flame from the fireshield fail to hit $N.&z ~
Diechar      &R$N is reduced to ashes by your fireshield!&z~
Dievict      &RYou are reduced to ashes by $n's fireshield!&z~
Dieroom      &R$N is reduced to ashes by $n's fireshield!&z~
Dice         l/2+10~
Minlevel     101
End

#SKILL
Name         fletch~
Type         Spell
Info         520
Author	    Smaug~
Flags        22784
Minpos       standing~
Slot         511
Mana         1
Rounds       12
Rent		-2
Code         spell_smaug
Dammsg       ~
Hitchar      You fashion an arrow from a crude piece of flint.~
Hitroom      $n creates an arrow from a piece of flint.~
Misschar     You attempt to make an arrow, but fail miserably.~
Value        11422
Components   V@11421~
Minlevel     17
End

#SKILL
Name         float~
Type         Spell
Info         512
Author	    Smaug~
Flags        1024
Target       2
Minpos       evasive~
Slot         292
Mana         30
Rounds       18
Rent		20000
Code         spell_smaug
Dammsg       ~
Wearoff      Your feet float slowly to the surface.~
Hitchar      $N begins to float in mid-air...~
Hitvict      You begin to float in mid-air...~
Hitroom      $N begins to float in mid-air...~
Misschar     You fail to invoke the power of floating.~
Affect       'l*4' 26 'floating' 21
Affect       '' 60 '544' -1
Minlevel     22
End

#SKILL
Name         fly~
Type         Spell
Info         512
Author	    Smaug~
Flags        1024
Target       2
Minpos       evasive~
Slot         56
Mana         40
Rounds       18
Rent		20000
Code         spell_smaug
Dammsg       ~
Wearoff      You slowly float to the ground.~
Hitchar      $N rises into the currents of air...~
Hitvict      You rise into the currents of air...~
Hitroom      $N rises into the currents of air...~
Misschar     You fail to invoke the power of flight.~
Affect       'l*4' 26 'fly' 19
Affect       '' 60 '546' -1
Minlevel     36
End

#SKILL
Name         fortify~
Type         Spell
Info         1024
Author	    Smaug~
Flags        14592
Target       2
Minpos       fighting~
Slot         121
Mana         45
Rounds       34
Rent		-2
Code         spell_smaug
Dammsg       ~
Wearoff      !FORTIFY!~
Hitchar      &WYou utter a mystical word of fortification.&z~
Hitvict      &WYour group's wounds close and mend.&z~
Affect       '' 13 '3d8+(l/2)' -1
Minlevel     62
End

#SKILL
Name         frost breath~
Type         Spell
Info         10122
Author	    Smaug~
Flags        6416
Target       1
Minpos       fighting~
Saves        4
Slot         202
Mana         80
Rounds       48
Rent		-2
Code         spell_frost_breath
Dammsg       breath of frost~
Wearoff      !Frost Breath!~
Hitchar      &cYou rear back and breathe a cone of frost onto your enemies!&z~
Hitvict      &c$n rears back and breathes a numbing cone of frost onto you!&z~
Hitroom      &c$N is chilled by $n's icy breath!&z~
Misschar     &cYour breath of frost misses $N!&z~
Missvict     &cYou duck away from $n's breath of frost!&z~
Missroom     &c$n's breath of frost arcs high above $N!&z~
Diechar      &c$N shatters into a thousand icy fragments!&z~
Dievict      &cYour body shatters under the pressure of the icy breath!&z~
Dieroom      &c$N shatters like a brittle glass statue!&z~
Minlevel     101
End

#SKILL
Name         galvanic whip~
Type         Spell
Info         10123
Author	    Smaug~
Flags        6400
Target       1
Minpos       fighting~
Saves        5
Slot         304
Mana         70
Rounds       18
Rent		28000
Code         spell_smaug
Dammsg       galvanic whip~
Wearoff      !WEAROFF!~
Hitchar      &YA galvanic whip appears in your hands and lashes at $N!&z~
Hitvict      &YYou are jolted by a powerful crack from $n's galvanic whip!&z~
Hitroom      &Y$N is lashed by the crackling galvanic whip of $n!&z~
Misschar     &YYour galvanic whip fails to find its target!&z~
Missvict     &YYou are well grounded and the galvanic whip fails to harm you!&z~
Missroom     &Y$n's galvanic whip cracks harmlessly at $N!&z~
Diechar      &YYour galvanic whip lashes into $N, electrocuting $M to death!&z~
Dievict      &Y$n's galvanic whip lashes into you, sending shock waves of death through you!&z~
Dieroom      &YAs $n's galvanic whip lashes into $N, $E stiffens and falls over dead!&z~
Dice         ld7 { 550~
Minlevel     101
End

#SKILL
Name         gas breath~
Type         Spell
Info         10126
Author	    Smaug~
Flags        6416
Minpos       fighting~
Saves        4
Slot         203
Mana         80
Rounds       48
Rent		-2
Code         spell_gas_breath
Dammsg       blast of gas~
Wearoff      !Gas Breath!~
Hitchar      &GYou rear back and breathe a cloud of noxious fumes onto your foes!&z~
Hitvict      &G$n rears back and breathes a cloud of noxious fumes onto you!&z~
Hitroom      &G$N is caught within $n's breath of noxious fumes!&z~
Misschar     &GYour breath of noxious fumes misses enveloping $N!&z~
Missvict     &GYou retreat safely away from $n's cloud of noxious fumes!&z~
Missroom     &G$N retreats away from $n's breath of noxious fumes!&z~
Diechar      &GYour breath of noxious fumes suffocates $N to death!&z~
Dievict      &GYou choke on the noxious fumes and die gasping for breath!&z~
Dieroom      &G$N gags and sputters before suffocating to death within the cloud of noxious fumes!&z~
Affect       '' 60 '546' -1
Minlevel     101
End

#SKILL
Name         gate~
Type         Spell
Info         1024
Author	    Smaug~
Flags        6400
Minpos       evasive~
Slot         220
Mana         70
Rounds       25
Rent		-2
Code         spell_gate
Dammsg       ~
Wearoff      !Portal!~
Minlevel     80
End

#SKILL
Name         ghoulish touch~
Type         Spell
Info         9610
Author	    Smaug~
Flags        6400
Target       1
Minpos       fighting~
Saves        5
Slot         564
Mana         60
Rounds       24
Rent		35000
Code         spell_smaug
Dammsg       ghoulish touch~
Wearoff      &cYour muscles relax.&z~
Hitchar      &cYou reach out to $N with a paralyzing touch!&z~
Hitvict      &cYour muscles freeze up as $n touches you!&z~
Hitroom      &c$n reaches out to $N with a paralyzing touch!&z~
Misschar     &cYou fail to affect $N with your touch!&z~
Missvict     &c$n's paralyzing touch has no effect on you.&z~
Missroom     &c$n's paralyzing touch has no effect on $N.&z~
Diechar      &c$Your touch atrophies $N's muscles, killing $m instantly!&z~
Dievict      &cYour muscles are atrophied by $n's touch, killing you!&z~
Dieroom      &c$n's touch atrophies $N's muscles, killing $m instantly!&z~
Dice         ld5+l { 400~
Affect       '1' 26 'paralysis' 14
Minlevel     63
End

#SKILL
Name         goodberry~
Type         Spell
Info         520
Author	    Smaug~
Flags        16384
Minpos       evasive~
Slot         501
Mana         15
Rounds       12
Rent		-2
Code         spell_smaug
Dammsg       ~
Wearoff      !Goodberry!~
Hitchar      You weave an arcane pattern in the air and create a magical berry!~
Hitroom      $n has magically created a berry!~
Misschar     You fail to create any goodberries.~
Value        11419
Minlevel     10
End

#SKILL
Name         grounding~
Type         Spell
Info         1048
Author	    Smaug~
Flags        0
Target       2
Minpos       evasive~
Slot         104
Mana         60
Rounds       18
Rent		20000
Code         spell_smaug
Dammsg       ~
Wearoff      &YYou are no longer able to ground electricity.&z~
Hitchar      &Y$N gains the ability to ground electricity.&z~
Hitvict      &YYou gain the ability to ground electricity.&z~
Hitroom      &Y$N gains the ability to ground electricity.&z~
Affect       'l*3' 27 '4' -1
Minlevel     37
End

#SKILL
Name         group armor~
Type         Spell
Info         0
Author	    Smaug~
Flags        14592
Target       2
Minpos       standing~
Slot         543
Mana         35
Rounds       24
Rent		-2
Code         spell_smaug
Dammsg       ~
Wearoff      &WYour armor returns to its mundane value.&z~
Hitvict      &WYour armor begins to glow softly as it is enhanced by a spell.&z~
Hitroom      &W$N's armor begins to glow softly as it is enhanced by magic.&z~
Misschar     You fail to effect any magical strengthening upon your armor.~
Affect       'l*10' 17 '-20' -1
Affect       '' 60 '1' -1
Minlevel     26
End

#SKILL
Name         group float~
Type         Spell
Info         1024
Author	    Smaug~
Flags        14592
Target       2
Minpos       standing~
Slot         544
Mana         65
Rounds       24
Rent		-2
Code         spell_smaug
Dammsg       ~
Wearoff      Your feet float slowly to the surface.~
Hitvict      You begin to float in mid-air...~
Hitroom      $N begins to float in mid-air...~
Affect       'l*4' 26 'floating' 21
Affect       '' 60 '292' -1
Minlevel     44
End

#SKILL
Name         group fly~
Type         Spell
Info         1024
Author	    Smaug~
Flags        15616
Target       2
Minpos       standing~
Slot         546
Mana         65
Rounds       24
Rent		-2
Code         spell_smaug
Dammsg       ~
Wearoff      You slowly float to the ground.~
Hitchar      $N rises into the currents of air...~
Hitvict      You rise into the currents of air...~
Affect       'l*4' 26 'fly' 19
Affect       '' 60 '56' -1
Minlevel     59
End

#SKILL
Name         group refresh~
Type         Spell
Info         1024
Author	    Smaug~
Flags        14592
Target       2
Minpos       standing~
Slot         545
Mana         28
Rounds       24
Rent		-2
Code         spell_smaug
Dammsg       group refresh~
Wearoff      !Group Refresh!~
Hitvict      Blooming vigour flows through you.~
Hitroom      Blooming vigour flows through $N.~
Affect       '' 14 'l*2' -1
Minlevel     28
End

#SKILL
Name         group shield~
Type         Spell
Info         1024
Author	    Smaug~
Flags        14592
Target       2
Minpos       standing~
Slot         541
Mana         30
Rounds       24
Rent		-2
Code         spell_smaug
Dammsg       ~
Wearoff      Your force shield shimmers then fades away.~
Hitchar      A shimmering force shield of magic surrounds $N.~
Hitvict      A shimmering force shield of magic surrounds you.~
Hitroom      A shimmering force shield of magic surrounds $N protectively.~
Misschar     You fail to call upon the magical force shield.~
Missvict     You fail to call upon the magical force shield.~
Affect       '' 60 '67' -1
Affect       'l*5' 17 '-10' -1
Minlevel     27
End

#SKILL
Name         group waterbreath~
Type         Spell
Info         1024
Author	    Smaug~
Flags        15616
Target       2
Minpos       standing~
Slot         588
Mana         45
Rounds       24
Rent		-2
Code         spell_smaug
Dammsg       ~
Wearoff      &cYour lungs revert to their original state.&z~
Hitvict      &cYour lungs gain the ability to breathe underwater...&z~
Hitroom      &c$N's lungs take on the ability to breathe underwater...&z~
Affect       'l*4' 26 'aqua_breath' 31
Affect       '' 60 '236' -1
Minlevel     57
End

#SKILL
Name         groupgate~
Type         Spell
Info         0
Author	    Samson~
Flags        14592
Minpos       standing~
Slot         589
Mana         85
Rounds       30
Rent		-2
Code         spell_group_towngate
Dammsg       ~
Minlevel     70
End

#SKILL
Name         gust of wind~
Type         Spell
Info         512
Author	    Smaug~
Flags        4352
Minpos       fighting~
Slot         531
Mana         20
Rounds       18
Rent		30000
Code         spell_gust_of_wind
Dammsg       gust of wind~
Hitchar      You summon a gust of wind to force your enemies away!~
Hitvict      A gust of wind blows you backwards!~
Hitroom      $n summons a gust of wind to force $m enemies away!~
Diechar      Your gust of wind blows $N to the ground, crushing $M to death!~
Dievict      A strong gust of wind from $n twists and breaks your neck, killing you!~
Dieroom      A strong gust of wind violently breaks $N's neck, killing $M!~
Minlevel     27
End

#SKILL
Name         harm~
Type         Spell
Info         1364
Author	    Smaug~
Flags        6400
Target       1
Minpos       fighting~
Slot         27
Mana         60
Rounds       18
Rent		36000
Code         spell_smaug
Dammsg       harm spell~
Wearoff      !Harm!~
Hitchar      Gathering the power of wounding in your hands, you touch $M!~
Hitvict      As $n touches you, a terrible pain fills your body!~
Hitroom      $N's body is devastated by $n's harmful touch!~
Misschar     You fail to touch $N with your harmful spell!~
Missvict     $n attempts but fails to wound you with $s harmful touch!~
Missroom     $N narrowly escapes being grieviously wounded by $n's touch!~
Diechar      $N bursts in a shower of blood, $S body unable to withstand your spell!~
Dievict      Blood spurts from your magically wounded body, then all goes black....~
Dieroom      $N bursts in a shower of gore, covering you in blood!~
Dice         ld4+4d8 { 400~
Minlevel     46
End

#SKILL
Name         harmonic aura~
Type         Spell
Info         1560
Author	    Rathian~
Flags        6400
Target       3
Minpos       evasive~
Slot         600
Mana         90
Rounds       24
Rent		52000
Code         spell_smaug
Dammsg       ~
Wearoff      &pThe melody of soft song around you fades to silence.&z~
Hitchar      &pAn aura of melodious harmony surrounds your form.&z~
Hitvict      &pAn aura of melodious harmony surrounds your form.&z~
Hitroom      &pA soft melodic sound resonates around $n's form!&z~
Affect       'l*3' 79 '-1' -1
Affect       'l*3' 27 '2097152' -1
Affect       'l*3' 17 '-(l/3)' -1
Affect       'l*3' 27 '8' -1
Minlevel     87
End

#SKILL
Name         haste~
Type         Spell
Info         0
Author	    Samson~
Flags        6400
Target       2
Minpos       standing~
Slot         583
Mana         50
Rounds       12
Rent		40000
Code         spell_haste
Dammsg       ~
Minlevel     50
End

#SKILL
Name         heal~
Type         Spell
Info         1344
Author	    Smaug~
Flags        256
Target       2
Minpos       fighting~
Slot         28
Mana         70
Rounds       36
Rent		-2
Code         spell_smaug
Dammsg       ~
Wearoff      !Heal!~
Hitchar      &WYou lay a hand of healing upon $N.&z~
Hitvict      &WA warm feeling fills your body and your wounds close up.&z~
Hitroom      &W$N's wounds are healed by magic.&z~
Misschar     You fail to invoke the power of healing.~
Affect       '' 13 '150' -1
Minlevel     45
End

#SKILL
Name         heroes feast~
Type         Spell
Info         1024
Author	    Smaug~
Flags        14592
Minpos       standing~
Slot         524
Mana         60
Rounds       15
Rent		-2
Code         spell_heroes_feast
Dammsg       ~
Wearoff      !Heroes Feast!~
Minlevel     48
End

#SKILL
Name         hold person~
Type         Spell
Info         3076
Author	    Smaug~
Flags        4096
Target       1
Minpos       fighting~
Saves        3
Slot         528
Mana         35
Rounds       24
Rent		-2
Code         spell_smaug
Dammsg       ~
Wearoff      Your muscles relax.~
Hitchar      You utter a prayer, and $N is unable to move!~
Hitvict      Your muscles stiffen and you cannot move!~
Hitroom      $n utters a prayer and $N stiffens!~
Misschar     You fumble your prayer and fail to hold $N!~
Missvict     $n tries to hold you but fails miserably!~
Missroom     $n tries to hold $N but fails miserably!~
Affect       '20' 26 'hold person' 14
Minlevel     29
End

#SKILL
Name         holy sanctity~
Type         Spell
Info         1856
Author	    Smaug~
Flags        14592
Minpos       evasive~
Slot         111
Mana         250
Rounds       24
Rent		-2
Code         spell_smaug
Dammsg       ~
Wearoff      &WYour sanctity fades away.&z~
Hitvict      &WYou are sanctified by a powerful blessing.&z~
Hitroom      &W$N is sanctified by a powerful blessing.&z~
Misschar     You fail to invoke the power of protection to aid you.~
Components   V@11434~
Affect       'l*2' 26 'sanctify' 7
Affect       'l*2' 26 'protection' 13
Minlevel     95
End

#SKILL
Name         holy strength~
Type         Spell
Info         512
Author	    Smaug~
Flags        6400
Target       3
Minpos       standing~
Slot         515
Mana         25
Rounds       12
Rent		6000
Code         spell_smaug
Dammsg       ~
Wearoff      &WThe holy strength seeps away from your body.&z~
Hitchar      &WYou feel your being filled with a holy strength.&z~
Hitvict      &WYou feel your being filled with a holy strength.&z~
Hitroom      &W$n is filled with a holy strength.&z~
Misschar     You fail to imbue yourself with a holy strength.~
Components   V@11452~
Affect       'l*4' 1 '1+(l/20)' -1
Minlevel     26
End

#SKILL
Name         holy word~
Type         Spell
Info         3976
Author	    Smaug~
Flags        6416
Minpos       fighting~
Saves        3
Slot         529
Mana         100
Rounds       24
Rent		35000
Code         spell_smaug
Dammsg       holy word~
Wearoff      You can move again.~
Hitchar      &WYou utter a holy word which stuns all in the room!&z~
Hitvict      &WYou are stunned by the holy word uttered by $n!&z~
Hitroom      &W$n utters a holy word which stuns all in the room!&z~
Misschar     &W$N appears unaffected by your holy word!&z~
Missvict     &WYou are unaffected by $n's holy word!&z~
Missroom     &W$N is unaffected by $n's holy word!&z~
Diechar      &WYour holy word proves too much for $N who falls over dead!&z~
Dievict      &WYou fall over dead as $n's holy word proves too much for you!&z~
Dieroom      &W$N falls over dead from $n's utterance of a holy word!&z~
Dice         ld5{400~
Components   V@11434~
Affect       '1' 26 'paralysis' 14
Minlevel     78
End

#SKILL
Name         iceshard~
Type         Spell
Info         1418
Author	    Smaug~
Flags        4352
Target       1
Minpos       defensive~
Slot         299
Mana         15
Rounds       12
Rent		-2
Code         spell_smaug
Dammsg       aura of frost~
Hitchar      &c$N is chilled by your iceshield!&z~
Hitvict      &cYou are chilled by $n's aura of frost!&z~
Hitroom      &c$N is chilled by $n's iceshield!&z~
Missroom     &cThe numbing cold from the iceshield does little to faze $N.&z~
Diechar      &c$N is frozen solid by your iceshield!&z~
Dievict      &cNumbing cold overtakes you and everything goes black...&z~
Dieroom      &c$N is frozen to death by $n's iceshield!&z~
Dice         l/2~
Minlevel     101
End

#SKILL
Name         iceshield~
Type         Spell
Info         1024
Author	    Smaug~
Flags        256
Target       3
Minpos       evasive~
Slot         221
Mana         65
Rounds       24
Rent		20000
Code         spell_smaug
Dammsg       ~
Wearoff      &CThe shield of ice around you melts and evaporates into nothingness.&z~
Hitchar      &CIce begins to crystallise from the very air to form a shield around you.&z~
Hitvict      &CIce begins to crystallise from the very air to form a shield around you.&z~
Hitroom      &CIce begins to crystallise from the very air to form a shield around $n.&z~
Missvict     You fail to create the shield of ice.~
Affect       '' 60 '550' -1
Affect       '' 60 '551' -1
Affect       'l' 26 'iceshield' 28
Affect       '' 60 '88' -1
Affect       '' 60 '89' -1
Affect       '' 60 '522' -1
Minlevel     56
End

#SKILL
Name         identify~
Type         Spell
Info         512
Author	    Smaug~
Flags        4352
Minpos       standing~
Slot         53
Mana         25
Rounds       24
Rent		-2
Code         spell_identify
Dammsg       ~
Wearoff      !Identify!~
Minlevel     23
End

#SKILL
Name         ill fortune~
Type         Spell
Info         512
Author	    Smaug~
Flags        0
Target       1
Minpos       fighting~
Slot         108
Mana         20
Rounds       18
Rent		15000
Code         spell_smaug
Dammsg       ~
Wearoff      Your ill luck finally fades away.~
Hitchar      $N's luck suddenly turns ill.~
Hitvict      Your luck suddenly turns ill.~
Hitroom      $N's luck suddenly turns ill.~
Immchar      Your spell has no effect upon $N.~
Affect       'l*5' 31 '-3' -1
Minlevel     18
End

#SKILL
Name         indignation~
Type         Spell
Info         1864
Author	    Smaug~
Flags        14592
Target       2
Minpos       evasive~
Slot         99
Mana         90
Rounds       24
Rent		5000
Code         spell_smaug
Dammsg       ~
Wearoff      &WThe Fury of The High Gods seeps from your veins, leaving you drained.&z~
Hitchar      &WYou lay The Fury of The High Gods upon $N.&z~
Hitvict      &WThe Fury of The High Gods is temporarily given to you.&z~
Hitroom      &WThe Fury of The High Gods is temporarily given to $N.&z~
Affect       '' 60 '506' -1
Affect       'l*2' 18 '1+(l/50)' -1
Affect       'l*2' 19 '1+(l/50)' -1
Minlevel     73
End

#SKILL
Name         infravision~
Type         Spell
Info         512
Author	    Smaug~
Flags        0
Target       2
Minpos       standing~
Slot         77
Mana         15
Rounds       18
Rent		5000
Code         spell_smaug
Dammsg       ~
Wearoff      You no longer see in the dark.~
Hitchar      $N's eyes dart about as they grow accustomed to infravision.~
Hitvict      Heat appears red through your eyes.~
Hitroom      $N's eyes dart about as they grow accustomed to infravision.~
Affect       'l*4' 26 'infravision' 9
Minlevel     12
End

#SKILL
Name         inner warmth~
Type         Spell
Info         1048
Author	    Smaug~
Flags        0
Target       2
Minpos       evasive~
Slot         213
Mana         60
Rounds       18
Rent		-2
Code         spell_smaug
Dammsg       ~
Wearoff      &YThe magical &Rwarmth&Y within you subsides.&z~
Hitchar      &YA mysterious &Rwarmth&Y radiates from $N...&z~
Hitvict      &YA comforting &Rwarmth&Y spreads through your frame.&z~
Hitroom      &YA mysterious &Rwarmth&Y radiates from $N...&z~
Affect       'l*3' 27 '2' -1
Minlevel     33
End

#SKILL
Name         invisibility~
Type         Spell
Info         512
Author	    Smaug~
Flags        0
Minpos       standing~
Slot         29
Mana         20
Rounds       12
Rent		30000
Code         spell_invis
Dammsg       ~
Wearoff      You are no longer invisible.~
Affect       'l*4' 26 'invis' 1
Affect       '' 60 '69' -1
Minlevel     14
End

#SKILL
Name         kindred strength~
Type         Spell
Info         512
Author	    Smaug~
Flags        0
Target       2
Minpos       standing~
Slot         538
Mana         20
Rounds       18
Rent		6000
Code         spell_smaug
Dammsg       ~
Wearoff      The strength of the Kindred leaves your body...~
Hitchar      $N's muscles are imbued with the might of the Kindred.~
Hitvict      You are imbued with the fierce might of the Kindred.~
Hitroom      $N's muscles grow more powerful before your very eyes.~
Affect       'l*4' 1 '1+(l/25)' -1
Minlevel     21
End

#SKILL
Name         knock~
Type         Spell
Info         512
Author	    Smaug~
Flags        4352
Minpos       standing~
Slot         234
Mana         30
Rounds       12
